p_partkey,p_name,p_mfgr,p_brand,p_type actual,p_size,p_container,p_retailprice,p_comment,p_type
1118,sandy brown steel beige floral,Manufacturer#5,Brand#55,SMALL POLISHED NICKEL,37,SM BOX,1019.11,encies affix acr,123
1119,pink frosted goldenrod forest slate,Manufacturer#1,Brand#14,ECONOMY BRUSHED NICKEL,24,WRAP JAR,1020.11,s according,8
1120,burlywood floral beige smoke rose,Manufacturer#2,Brand#22,SMALL PLATED TIN,1,MED CASE,1021.12,bout the slow foxes.,120
1121,lime seashell sienna metallic aquamarine,Manufacturer#3,Brand#35,LARGE BRUSHED STEEL,25,LG JAR,1022.12,ven instructi,34
1122,red plum goldenrod cream drab,Manufacturer#4,Brand#44,STANDARD BRUSHED NICKEL,7,SM BAG,1023.12,bold theod,133
1123,olive linen saddle pink cornsilk,Manufacturer#2,Brand#23,ECONOMY BURNISHED NICKEL,29,WRAP BAG,1024.12, pinto beans; slyl,13
1124,frosted magenta papaya seashell blanched,Manufacturer#2,Brand#22,MEDIUM BURNISHED TIN,23,WRAP JAR,1025.12,ckages nag carefully,65
1125,peach dark chiffon beige black,Manufacturer#2,Brand#23,SMALL PLATED NICKEL,12,WRAP DRUM,1026.12,uickly final deposit,118
1126,chiffon lawn powder violet spring,Manufacturer#2,Brand#23,MEDIUM BURNISHED TIN,27,LG PACK,1027.12,"he ironic, iron",65
1127,saddle yellow pale magenta frosted,Manufacturer#2,Brand#22,SMALL PLATED STEEL,37,SM PKG,1028.12,hockey players. even ,119
1128,indian navy lace royal chiffon,Manufacturer#5,Brand#52,STANDARD POLISHED STEEL,19,SM CAN,1029.12,hely so,149
1129,tan khaki yellow grey navajo,Manufacturer#4,Brand#44,SMALL ANODIZED TIN,45,SM JAR,1030.12,odolite,105
1130,lemon sandy plum lace metallic,Manufacturer#4,Brand#45,STANDARD PLATED STEEL,27,SM DRUM,1031.13,ges. packages nag sl,144
1131,cornflower magenta purple spring steel,Manufacturer#3,Brand#33,MEDIUM PLATED STEEL,49,WRAP BOX,1032.13,ut the final deposits,69
1132,pale sky seashell lace cornsilk,Manufacturer#2,Brand#22,STANDARD PLATED TIN,19,SM PKG,1033.13,es. slyly bold pa,145
1133,aquamarine ivory pink chocolate brown,Manufacturer#5,Brand#51,SMALL ANODIZED TIN,43,JUMBO PKG,1034.13,sily ironic reques,105
1134,gainsboro sandy pale firebrick plum,Manufacturer#1,Brand#14,PROMO PLATED BRASS,10,SM PACK,1035.13,. bli,91
1135,navajo azure turquoise magenta burnished,Manufacturer#1,Brand#13,MEDIUM PLATED STEEL,27,WRAP JAR,1036.13,cross the ironi,69
1136,blanched grey cyan navajo dim,Manufacturer#4,Brand#41,PROMO POLISHED NICKEL,38,SM JAR,1037.13,ckly ,98
1137,lemon purple almond chartreuse blanched,Manufacturer#4,Brand#44,LARGE PLATED BRASS,21,WRAP JAR,1038.13,ong the quickly fina,41
1138,cyan forest linen bisque orange,Manufacturer#1,Brand#14,SMALL PLATED NICKEL,30,LG PKG,1039.13,"ound the final,",118
1139,ivory medium wheat saddle forest,Manufacturer#4,Brand#41,ECONOMY BRUSHED TIN,13,WRAP CASE,1040.13,carefully e,10
1140,navy floral khaki smoke papaya,Manufacturer#1,Brand#15,LARGE BURNISHED BRASS,22,SM DRUM,1041.14,latelets sleep at ,36
1141,orchid aquamarine almond blanched misty,Manufacturer#5,Brand#52,LARGE BURNISHED TIN,45,JUMBO CASE,1042.14,ounts bre,40
1142,violet black magenta honeydew burnished,Manufacturer#4,Brand#44,ECONOMY ANODIZED NICKEL,36,LG CAN,1043.14,ar requests wake ca,3
1143,medium green midnight cyan lime,Manufacturer#2,Brand#22,MEDIUM POLISHED COPPER,20,LG CAN,1044.14,ts? ste,72
1144,saddle metallic light antique sky,Manufacturer#2,Brand#25,ECONOMY PLATED NICKEL,23,WRAP JAR,1045.14,"re. ironic, pen",18
1145,dim bisque blush indian sandy,Manufacturer#2,Brand#24,PROMO ANODIZED NICKEL,30,SM PACK,1046.14,"ing, regular ",78
1146,deep metallic cornsilk almond azure,Manufacturer#2,Brand#23,STANDARD BURNISHED NICKEL,26,SM PKG,1047.14,. furiously silent sau,138
1147,honeydew drab chartreuse cream hot,Manufacturer#1,Brand#15,ECONOMY BURNISHED BRASS,14,MED CASE,1048.14, the acco,11
1148,sienna saddle burlywood orange white,Manufacturer#5,Brand#52,MEDIUM ANODIZED TIN,8,SM PKG,1049.14," express, special a",55
1149,peru lavender peach royal deep,Manufacturer#4,Brand#42,STANDARD POLISHED BRASS,35,MED BOX,1050.14,s wake furiousl,146
1150,orange orchid pale powder navy,Manufacturer#2,Brand#21,LARGE POLISHED TIN,20,WRAP CAN,1051.15, theodol,50
1151,black dim orange olive almond,Manufacturer#4,Brand#44,ECONOMY POLISHED NICKEL,23,MED PACK,1052.15,ts sleep ,23
1152,navy lawn azure dim ivory,Manufacturer#5,Brand#52,PROMO BRUSHED TIN,32,LG BAG,1053.15,s boos,85
1153,black medium dodger purple yellow,Manufacturer#5,Brand#54,MEDIUM BRUSHED TIN,35,LG CAN,1054.15,uction,60
1154,dim green sky orange bisque,Manufacturer#1,Brand#15,STANDARD BURNISHED NICKEL,8,JUMBO DRUM,1055.15, express,138
1155,light antique misty yellow gainsboro,Manufacturer#2,Brand#22,MEDIUM PLATED STEEL,40,LG BOX,1056.15,sits about the slyl,69
1156,floral blanched gainsboro sandy pale,Manufacturer#5,Brand#55,LARGE PLATED BRASS,8,JUMBO CASE,1057.15, even requests. deposi,41
1157,dim dodger plum papaya blush,Manufacturer#2,Brand#21,SMALL ANODIZED STEEL,1,JUMBO PKG,1058.15,uctions use blithely,104
1158,sienna puff peach dark violet,Manufacturer#2,Brand#21,LARGE PLATED COPPER,16,LG BOX,1059.15,pecial pa,42
1159,brown hot forest ghost sienna,Manufacturer#1,Brand#13,ECONOMY POLISHED BRASS,9,SM BAG,1060.15,fily cl,21
1160,navajo blush antique pale cornsilk,Manufacturer#3,Brand#33,SMALL BRUSHED STEEL,3,JUMBO DRUM,1061.16,ular p,109
1161,sienna coral steel ghost mint,Manufacturer#4,Brand#41,LARGE PLATED STEEL,2,WRAP PKG,1062.16,nusual ac,44
1162,sienna wheat cyan aquamarine sky,Manufacturer#5,Brand#54,LARGE BURNISHED BRASS,49,LG CAN,1063.16,mptotes might ,36
1163,moccasin cyan cornflower midnight orchid,Manufacturer#3,Brand#33,LARGE BRUSHED BRASS,13,LG PACK,1064.16,rave instructions abo,31
1164,firebrick honeydew indian khaki steel,Manufacturer#5,Brand#52,STANDARD ANODIZED STEEL,6,LG PACK,1065.16, regular requests lo,129
1165,dim black hot burnished olive,Manufacturer#4,Brand#41,STANDARD BRUSHED NICKEL,4,LG PKG,1066.16,ly unusual accou,133
1166,navy rosy hot orange tan,Manufacturer#3,Brand#35,STANDARD ANODIZED NICKEL,14,LG JAR,1067.16,re furi,128
1167,lace ivory chiffon frosted indian,Manufacturer#2,Brand#21,STANDARD PLATED BRASS,49,MED DRUM,1068.16,ns haggle,141
1168,frosted chartreuse steel pink firebrick,Manufacturer#2,Brand#22,LARGE BRUSHED NICKEL,42,MED CASE,1069.16,he express ins,33
1169,firebrick papaya thistle chartreuse coral,Manufacturer#2,Brand#25,MEDIUM PLATED TIN,8,LG JAR,1070.16,e quickly final ex,70
1170,pink lawn antique red firebrick,Manufacturer#5,Brand#53,SMALL ANODIZED STEEL,10,WRAP DRUM,1071.17,d the theodolites,104
1171,sienna metallic rosy azure sandy,Manufacturer#4,Brand#45,MEDIUM BRUSHED BRASS,27,WRAP DRUM,1072.17,equests x-ray towa,56
1172,tomato linen yellow burlywood dodger,Manufacturer#4,Brand#45,MEDIUM POLISHED COPPER,15,WRAP PKG,1073.17,thely ironic idea,72
1173,midnight frosted snow red medium,Manufacturer#1,Brand#14,ECONOMY PLATED NICKEL,37,JUMBO JAR,1074.17,inst the fluffil,18
1174,cream sky seashell spring drab,Manufacturer#4,Brand#42,STANDARD POLISHED NICKEL,16,SM CASE,1075.17,heodolites. care,148
1175,cornflower wheat brown papaya ghost,Manufacturer#2,Brand#24,MEDIUM POLISHED TIN,29,JUMBO JAR,1076.17,. regular depos,75
1176,khaki floral blanched bisque firebrick,Manufacturer#4,Brand#42,PROMO PLATED NICKEL,22,WRAP CAN,1077.17,he slyly unusu,93
1177,pale medium cornflower cream red,Manufacturer#5,Brand#54,ECONOMY BRUSHED NICKEL,42,LG CASE,1078.17,quests along the furi,8
1178,lime light pink azure cyan,Manufacturer#2,Brand#24,MEDIUM POLISHED TIN,46,WRAP CAN,1079.17,usly across the car,75
1179,white cornflower snow ghost dodger,Manufacturer#4,Brand#43,ECONOMY ANODIZED COPPER,19,LG DRUM,1080.17,ending pla,2
1180,steel aquamarine coral snow thistle,Manufacturer#1,Brand#15,LARGE POLISHED COPPER,8,MED CASE,1081.18,gular accounts. quickl,47
1181,beige thistle yellow bisque maroon,Manufacturer#2,Brand#23,PROMO BRUSHED BRASS,17,LG BAG,1082.18,rious dolphins.,81
1182,metallic forest coral powder blush,Manufacturer#1,Brand#15,LARGE POLISHED COPPER,24,SM JAR,1083.18, slyly abo,47
1183,violet blanched pink peru seashell,Manufacturer#2,Brand#25,LARGE POLISHED STEEL,25,WRAP BOX,1084.18,arefully against,49
1184,sky navajo azure plum metallic,Manufacturer#1,Brand#14,MEDIUM BURNISHED NICKEL,32,WRAP PKG,1085.18,ngside of th,63
1185,beige lawn sky hot metallic,Manufacturer#2,Brand#21,PROMO PLATED TIN,12,SM PACK,1086.18,onically final depos,95
1186,dodger forest dim blush mint,Manufacturer#4,Brand#43,PROMO BURNISHED COPPER,13,LG CASE,1087.18, sleep c,87
1187,cornflower powder ghost firebrick chiffon,Manufacturer#1,Brand#15,MEDIUM POLISHED COPPER,44,WRAP JAR,1088.18,r accounts affix ab,72
1188,saddle chocolate mint orange royal,Manufacturer#3,Brand#35,LARGE BRUSHED STEEL,42,LG CAN,1089.18, deposits ,34
1189,rose papaya chiffon dark black,Manufacturer#5,Brand#51,STANDARD POLISHED COPPER,20,JUMBO JAR,1090.18,ts detect after the,147
1190,magenta chiffon lavender olive moccasin,Manufacturer#2,Brand#21,SMALL BRUSHED BRASS,24,MED PACK,1091.19, instructio,106
1191,green bisque dark floral midnight,Manufacturer#1,Brand#13,LARGE BURNISHED TIN,49,SM CASE,1092.19, packages sle,40
1192,blue cornsilk moccasin orchid brown,Manufacturer#4,Brand#42,SMALL POLISHED TIN,15,LG CAN,1093.19,out the specia,125
1193,firebrick purple coral lavender goldenrod,Manufacturer#1,Brand#11,STANDARD POLISHED NICKEL,45,SM CAN,1094.19,kly accounts,148
1194,white drab lawn dodger cornflower,Manufacturer#5,Brand#53,MEDIUM BRUSHED STEEL,35,JUMBO DRUM,1095.19,ly re,59
1195,plum olive navy salmon indian,Manufacturer#1,Brand#13,MEDIUM PLATED COPPER,19,WRAP DRUM,1096.19,by the,67
1196,gainsboro forest cornsilk chocolate thistle,Manufacturer#1,Brand#13,ECONOMY PLATED STEEL,23,MED JAR,1097.19,asymptotes haggle b,19
1197,indian turquoise sienna saddle coral,Manufacturer#5,Brand#53,MEDIUM POLISHED STEEL,26,JUMBO DRUM,1098.19,efully f,74
1198,antique drab hot saddle gainsboro,Manufacturer#5,Brand#52,MEDIUM BURNISHED STEEL,26,MED BAG,1099.19,ronic,64
1199,drab cornsilk bisque wheat floral,Manufacturer#1,Brand#12,LARGE ANODIZED BRASS,1,LG PKG,1100.19,ong the q,26
1200,blush goldenrod beige papaya midnight,Manufacturer#1,Brand#11,PROMO BURNISHED TIN,42,SM PKG,1101.2,ng th,90
1201,aquamarine lace pink medium khaki,Manufacturer#5,Brand#54,LARGE POLISHED COPPER,21,JUMBO DRUM,1102.2,to bean,47
1202,lemon plum burlywood bisque light,Manufacturer#1,Brand#14,PROMO BURNISHED TIN,17,LG BAG,1103.2,final instruct,90
1203,pink plum coral papaya drab,Manufacturer#5,Brand#51,PROMO PLATED STEEL,35,WRAP JAR,1104.2,ld theodolites ,94
1204,blanched royal red steel floral,Manufacturer#2,Brand#25,MEDIUM POLISHED NICKEL,15,LG JAR,1105.2,out the e,73
1205,beige aquamarine burnished coral navajo,Manufacturer#2,Brand#22,STANDARD BRUSHED COPPER,22,LG BOX,1106.2,s wake flu,132
1206,blush burlywood burnished khaki chiffon,Manufacturer#3,Brand#34,MEDIUM POLISHED NICKEL,43,MED CASE,1107.2,tes boost sl,73
1207,azure linen plum blush olive,Manufacturer#4,Brand#45,MEDIUM POLISHED STEEL,41,MED JAR,1108.2,nstruct,74
1208,purple chocolate blush turquoise maroon,Manufacturer#1,Brand#11,SMALL POLISHED COPPER,27,JUMBO PACK,1109.2,"cial, special pinto",122
1209,dodger honeydew salmon papaya khaki,Manufacturer#5,Brand#52,STANDARD BURNISHED COPPER,32,JUMBO BAG,1110.2,leep.,137
1210,purple black lawn blanched metallic,Manufacturer#5,Brand#54,SMALL PLATED BRASS,23,SM DRUM,1111.21,lites ,116
1211,blush navajo mint linen ivory,Manufacturer#3,Brand#35,SMALL ANODIZED TIN,39,SM CAN,1112.21,gedly final ideas,105
1212,cyan firebrick sky indian metallic,Manufacturer#1,Brand#12,LARGE ANODIZED TIN,45,LG PACK,1113.21, unusual accounts ab,30
1213,antique cream cyan powder drab,Manufacturer#1,Brand#13,STANDARD PLATED TIN,50,JUMBO JAR,1114.21,ly slyly even accounts,145
1214,medium magenta sienna cyan steel,Manufacturer#5,Brand#51,LARGE PLATED TIN,33,JUMBO CASE,1115.21, according to the,45
1215,papaya turquoise deep firebrick olive,Manufacturer#5,Brand#52,ECONOMY ANODIZED BRASS,14,SM DRUM,1116.21,ully even accounts.,1
1216,orange lavender red lime chiffon,Manufacturer#4,Brand#41,MEDIUM POLISHED BRASS,14,JUMBO PKG,1117.21,ly final dolphins are,71
1217,cream forest orchid salmon ivory,Manufacturer#5,Brand#52,MEDIUM ANODIZED COPPER,29,SM DRUM,1118.21,cajole carefully ,52
1218,rosy frosted linen black peach,Manufacturer#2,Brand#22,STANDARD BRUSHED TIN,34,SM CASE,1119.21,ular ,135
1219,deep aquamarine brown seashell forest,Manufacturer#4,Brand#43,LARGE ANODIZED COPPER,21,WRAP CASE,1120.21, ideas,27
1220,mint lawn peru magenta gainsboro,Manufacturer#3,Brand#31,SMALL BURNISHED TIN,18,JUMBO PKG,1121.22,regular packag,115
1221,rosy azure gainsboro indian turquoise,Manufacturer#2,Brand#23,LARGE BURNISHED BRASS,5,WRAP CASE,1122.22,o the blit,36
1222,maroon peach wheat white navajo,Manufacturer#2,Brand#21,MEDIUM POLISHED TIN,8,MED JAR,1123.22,lar foxes alongs,75
1223,olive yellow floral burlywood wheat,Manufacturer#1,Brand#12,MEDIUM ANODIZED STEEL,16,SM DRUM,1124.22,al foxes. fluff,54
1224,indian wheat sandy blanched cream,Manufacturer#3,Brand#35,SMALL BURNISHED NICKEL,29,SM PACK,1125.22, deposit,113
1225,dim plum coral lemon peru,Manufacturer#3,Brand#32,ECONOMY BURNISHED NICKEL,38,WRAP PKG,1126.22,al pinto ,13
1226,purple dark papaya forest white,Manufacturer#5,Brand#52,LARGE POLISHED NICKEL,36,WRAP PKG,1127.22,jole blithely bold ,48
1227,lavender honeydew dim chocolate khaki,Manufacturer#1,Brand#14,PROMO PLATED NICKEL,2,SM CAN,1128.22,es. slyly regular acc,93
1228,almond dodger dark saddle navy,Manufacturer#3,Brand#34,ECONOMY BURNISHED TIN,2,JUMBO PACK,1129.22,the courts. carefu,15
1229,pale goldenrod black peru frosted,Manufacturer#2,Brand#24,LARGE BURNISHED STEEL,47,JUMBO DRUM,1130.22,s. instructions nag ,39
1230,thistle royal antique dark deep,Manufacturer#5,Brand#52,STANDARD BRUSHED TIN,12,MED JAR,1131.23,. furiousl,135
1231,azure tan purple aquamarine honeydew,Manufacturer#4,Brand#42,LARGE ANODIZED NICKEL,4,JUMBO CAN,1132.23,usly express,28
1232,beige yellow cyan royal light,Manufacturer#4,Brand#43,MEDIUM PLATED NICKEL,2,SM BAG,1133.23, the blithely slo,68
1233,blanched olive orange smoke cornflower,Manufacturer#2,Brand#21,SMALL BURNISHED BRASS,32,MED BOX,1134.23,symptotes run,111
1234,thistle khaki navy magenta light,Manufacturer#4,Brand#42,SMALL BRUSHED STEEL,28,LG JAR,1135.23,e quickly ruthles,109
1235,rose salmon snow tomato navy,Manufacturer#4,Brand#44,SMALL PLATED NICKEL,12,SM BAG,1136.23, furiously express ,118
1236,dim rose rosy almond puff,Manufacturer#4,Brand#42,MEDIUM ANODIZED NICKEL,26,LG CAN,1137.23,s sleep. furiously iro,53
1237,rosy blue bisque burlywood gainsboro,Manufacturer#2,Brand#25,STANDARD ANODIZED BRASS,10,MED DRUM,1138.23,ccount,126
1238,forest lemon dodger blanched ghost,Manufacturer#1,Brand#11,ECONOMY PLATED BRASS,13,MED CASE,1139.23, fluffily special,16
1239,purple dim sky green navajo,Manufacturer#5,Brand#51,PROMO BURNISHED STEEL,24,LG CASE,1140.23,structions? quickly i,89
1240,grey antique sandy olive medium,Manufacturer#2,Brand#22,ECONOMY BURNISHED NICKEL,19,MED JAR,1141.24,r ideas hang ag,13
1241,beige cream drab honeydew chiffon,Manufacturer#4,Brand#41,STANDARD BRUSHED BRASS,10,LG DRUM,1142.24,aggle,131
1242,ghost azure hot dark violet,Manufacturer#3,Brand#31,ECONOMY ANODIZED COPPER,25,MED DRUM,1143.24,uriously pen,2
1243,lemon lace turquoise bisque wheat,Manufacturer#2,Brand#23,LARGE BRUSHED NICKEL,47,JUMBO BOX,1144.24,nusua,33
1244,navy red blush ghost coral,Manufacturer#1,Brand#12,MEDIUM PLATED NICKEL,24,MED PACK,1145.24,ding accounts.,68
1245,rosy chiffon green beige plum,Manufacturer#3,Brand#33,SMALL POLISHED NICKEL,4,WRAP PACK,1146.24, deposits x-ray care,123
1246,aquamarine chartreuse spring dodger navajo,Manufacturer#1,Brand#11,STANDARD POLISHED COPPER,27,JUMBO DRUM,1147.24,press pinto bean,147
1247,cream burlywood firebrick beige wheat,Manufacturer#3,Brand#35,SMALL POLISHED BRASS,18,WRAP JAR,1148.24,rays across the reque,121
1248,honeydew plum cornflower drab magenta,Manufacturer#3,Brand#32,SMALL BURNISHED STEEL,33,LG CAN,1149.24,"he express, reg",114
1249,sky deep coral green tomato,Manufacturer#3,Brand#35,STANDARD ANODIZED COPPER,1,WRAP CASE,1150.24,lar requ,127
1250,lime khaki burnished chocolate green,Manufacturer#5,Brand#51,SMALL POLISHED NICKEL,10,LG BAG,1151.25, haggle quickly des,123
1251,chiffon hot rosy ghost slate,Manufacturer#1,Brand#12,STANDARD ANODIZED STEEL,16,JUMBO BAG,1152.25,ins haggle ,129
1252,gainsboro drab sky cyan midnight,Manufacturer#2,Brand#21,PROMO BRUSHED STEEL,23,JUMBO BOX,1153.25,sleep ,84
1253,burlywood rosy turquoise chartreuse pink,Manufacturer#1,Brand#14,LARGE ANODIZED NICKEL,9,SM PACK,1154.25, sublate fu,28
1254,brown chocolate pale goldenrod dodger,Manufacturer#2,Brand#24,PROMO BRUSHED STEEL,7,WRAP PACK,1155.25,efully express pi,84
1255,olive gainsboro red purple coral,Manufacturer#5,Brand#52,LARGE POLISHED NICKEL,1,WRAP BOX,1156.25, somas wa,48
1256,maroon orchid firebrick gainsboro cream,Manufacturer#5,Brand#53,PROMO POLISHED BRASS,16,WRAP DRUM,1157.25,y pending id,96
1257,blue almond midnight forest ivory,Manufacturer#5,Brand#52,MEDIUM BURNISHED BRASS,1,SM BAG,1158.25,accounts sleep quickly,61
1258,pink antique gainsboro brown midnight,Manufacturer#5,Brand#52,MEDIUM BRUSHED STEEL,30,LG DRUM,1159.25,", final ",59
1259,lavender frosted azure blanched grey,Manufacturer#5,Brand#54,LARGE POLISHED NICKEL,43,MED CASE,1160.25,nts boost accou,48
1260,ivory steel red forest gainsboro,Manufacturer#4,Brand#43,PROMO BRUSHED STEEL,15,LG PKG,1161.26,ular instructions x-ra,84
1261,blue mint slate moccasin drab,Manufacturer#5,Brand#55,MEDIUM PLATED NICKEL,21,LG BOX,1162.26,reque,68
1262,azure bisque rosy tomato sky,Manufacturer#3,Brand#35,SMALL BRUSHED BRASS,37,WRAP CASE,1163.26,sual ideas detect am,106
1263,black puff antique ivory lime,Manufacturer#4,Brand#44,STANDARD ANODIZED COPPER,34,MED PACK,1164.26,s. boldly regular ac,127
1264,burlywood rosy floral lawn royal,Manufacturer#4,Brand#42,STANDARD ANODIZED NICKEL,7,MED JAR,1165.26,the quickly final t,128
1265,lavender burnished frosted peru blush,Manufacturer#5,Brand#53,LARGE BURNISHED COPPER,8,JUMBO CAN,1166.26,areful platelets a,37
1266,orchid royal lawn dim coral,Manufacturer#3,Brand#33,SMALL ANODIZED TIN,10,LG PACK,1167.26,instructions. f,105
1267,chocolate salmon dim frosted forest,Manufacturer#1,Brand#11,PROMO BURNISHED BRASS,36,MED CASE,1168.26,boost daringly against,86
1268,burnished rosy aquamarine turquoise burlywood,Manufacturer#3,Brand#31,ECONOMY POLISHED STEEL,47,LG PKG,1169.26,s might,24
1269,bisque almond sky lavender honeydew,Manufacturer#5,Brand#51,SMALL PLATED STEEL,28,WRAP CAN,1170.26,ly regular packages,119
1270,lemon azure brown lime puff,Manufacturer#3,Brand#35,LARGE ANODIZED TIN,30,SM BAG,1171.27,ly regu,30
1271,metallic wheat orchid sky saddle,Manufacturer#2,Brand#23,MEDIUM BRUSHED NICKEL,3,LG JAR,1172.27,unts. slyly regu,58
1272,deep pink lemon cream blanched,Manufacturer#3,Brand#33,PROMO BURNISHED NICKEL,10,WRAP BAG,1173.27,uickly to the sly,88
1273,wheat dark burnished salmon hot,Manufacturer#2,Brand#25,MEDIUM BRUSHED COPPER,11,LG JAR,1174.27,unusual plat,57
1274,drab honeydew ghost orange medium,Manufacturer#5,Brand#55,SMALL POLISHED BRASS,39,MED PKG,1175.27,luffily pend,121
1275,red turquoise forest lawn lime,Manufacturer#5,Brand#51,MEDIUM PLATED NICKEL,29,SM CAN,1176.27,nding foxes haggle s,68
1276,navajo brown sky peru pale,Manufacturer#1,Brand#15,STANDARD PLATED NICKEL,19,WRAP CASE,1177.27,pecial packag,143
1277,grey light cornsilk sandy bisque,Manufacturer#3,Brand#31,PROMO BURNISHED STEEL,48,JUMBO DRUM,1178.27,pinto beans cajol,89
1278,navy burnished grey misty midnight,Manufacturer#4,Brand#43,STANDARD PLATED STEEL,13,JUMBO JAR,1179.27,f the ,144
1279,ghost brown blue honeydew orchid,Manufacturer#2,Brand#24,STANDARD BRUSHED STEEL,40,WRAP PACK,1180.27,. slyly ,134
1280,saddle green violet deep beige,Manufacturer#3,Brand#35,PROMO PLATED NICKEL,37,SM DRUM,1181.28, deposits sleep blith,93
1281,pale pink orchid peru ghost,Manufacturer#4,Brand#44,STANDARD BURNISHED STEEL,41,LG PKG,1182.28,its detect. b,139
1282,peach seashell rosy indian lavender,Manufacturer#1,Brand#14,STANDARD POLISHED TIN,33,WRAP PACK,1183.28,gular asymptot,150
1283,frosted cornsilk snow azure khaki,Manufacturer#2,Brand#22,PROMO BURNISHED BRASS,7,JUMBO DRUM,1184.28,lyly even ideas! even,86
1284,grey sandy drab gainsboro khaki,Manufacturer#1,Brand#13,ECONOMY BRUSHED COPPER,40,SM CAN,1185.28,deposits ac,7
1285,frosted purple hot brown azure,Manufacturer#5,Brand#55,LARGE POLISHED STEEL,36,LG BAG,1186.28,packages dazzle.,49
